sent_num	file	path	ctx_nodes	sentence
27	Royal_Society_Corpus_open_v6.0_text_109611_1800.txt	pa_obl	float/V	The solar heat , when concentrated to the degree at which glass melts , does not render this oxide magnetic , provided it be protected by glass from the dust floating in the air ; if not so protected , many of the particles become magnetic .
28	Royal_Society_Corpus_open_v6.0_text_107070_1803.txt	chi_case	to/A	When exposed to the air , at a moderate temperature , it evaporates slowly , and becomes slightly putrid .
28	Royal_Society_Corpus_open_v6.0_text_107070_1803.txt	chi_det	the/D	When exposed to the air , at a moderate temperature , it evaporates slowly , and becomes slightly putrid .
28	Royal_Society_Corpus_open_v6.0_text_107070_1803.txt	pa_obl	expose/V	When exposed to the air , at a moderate temperature , it evaporates slowly , and becomes slightly putrid .
29	Royal_Society_Corpus_open_v6.0_text_107099_1801.txt	chi_case	to/A	In the root , this substance can not be wanted , and there it is not found ; d but , if the mould be taken away from the roots round the trunk , so that they are exposed to the air , and made to support the weight of the tree , they become as full of coloured wood as the trunk and large branches .
29	Royal_Society_Corpus_open_v6.0_text_107099_1801.txt	chi_det	the/D	In the root , this substance can not be wanted , and there it is not found ; d but , if the mould be taken away from the roots round the trunk , so that they are exposed to the air , and made to support the weight of the tree , they become as full of coloured wood as the trunk and large branches .
29	Royal_Society_Corpus_open_v6.0_text_107099_1801.txt	pa_obl	expose/V	In the root , this substance can not be wanted , and there it is not found ; d but , if the mould be taken away from the roots round the trunk , so that they are exposed to the air , and made to support the weight of the tree , they become as full of coloured wood as the trunk and large branches .
30	Royal_Society_Corpus_open_v6.0_text_109776_1800.txt	chi_case	with/A	It has been conjectured by some persons that this appearance is owing to sooty matter taken in with the air during respiration , and accumulated in proportion to the duration of life ; but in reply to this supposition it has been objected by others , that the same degree of blackness is not observable in brute animals , and that the theory is not supported by any accurate observations of the proportional want of intensity in those persons who might be supposed to have lived less exposed to soot by permanent residence at a distance from any large town , and from any other considerable consumption of fuel .
30	Royal_Society_Corpus_open_v6.0_text_109776_1800.txt	chi_det	the/D	It has been conjectured by some persons that this appearance is owing to sooty matter taken in with the air during respiration , and accumulated in proportion to the duration of life ; but in reply to this supposition it has been objected by others , that the same degree of blackness is not observable in brute animals , and that the theory is not supported by any accurate observations of the proportional want of intensity in those persons who might be supposed to have lived less exposed to soot by permanent residence at a distance from any large town , and from any other considerable consumption of fuel .
30	Royal_Society_Corpus_open_v6.0_text_109776_1800.txt	pa_obl	take/V	It has been conjectured by some persons that this appearance is owing to sooty matter taken in with the air during respiration , and accumulated in proportion to the duration of life ; but in reply to this supposition it has been objected by others , that the same degree of blackness is not observable in brute animals , and that the theory is not supported by any accurate observations of the proportional want of intensity in those persons who might be supposed to have lived less exposed to soot by permanent residence at a distance from any large town , and from any other considerable consumption of fuel .
31	Royal_Society_Corpus_open_v6.0_text_107050_1800.txt	chi_case	from/A	In a healthy ear , when the meatus auditorius is stopped by the finger , or is otherwise closed , a noise similar to that of a distant roaring of the sea is produced : this arises from the air in the meatus being compressed upon the membrana tympani . the case here described , no such sensation was produced : for , in Mr. P 's ear , the air , meeting with no impediment , could suffer no compression ; since it found a passage , through the open membrane , to the mouth , by means of the Eustachian , tube .
31	Royal_Society_Corpus_open_v6.0_text_107050_1800.txt	chi_det	the/D	In a healthy ear , when the meatus auditorius is stopped by the finger , or is otherwise closed , a noise similar to that of a distant roaring of the sea is produced : this arises from the air in the meatus being compressed upon the membrana tympani . the case here described , no such sensation was produced : for , in Mr. P 's ear , the air , meeting with no impediment , could suffer no compression ; since it found a passage , through the open membrane , to the mouth , by means of the Eustachian , tube .
31	Royal_Society_Corpus_open_v6.0_text_107050_1800.txt	pa_obl	arise/V	In a healthy ear , when the meatus auditorius is stopped by the finger , or is otherwise closed , a noise similar to that of a distant roaring of the sea is produced : this arises from the air in the meatus being compressed upon the membrana tympani . the case here described , no such sensation was produced : for , in Mr. P 's ear , the air , meeting with no impediment , could suffer no compression ; since it found a passage , through the open membrane , to the mouth , by means of the Eustachian , tube .
32	Royal_Society_Corpus_open_v6.0_text_109673_1800.txt	chi_case	through/A	With this battery of 1250 , excited by a fluid of the same strength as was used in the former experiments , the author ascertained the striking distance through the air to be ' T , th of an inch , care having been taken to dry the air , through which the discharge took place , before the experiment , as well as to avoid any increase of temperature previous to the discharge .
32	Royal_Society_Corpus_open_v6.0_text_109673_1800.txt	chi_det	the/D	With this battery of 1250 , excited by a fluid of the same strength as was used in the former experiments , the author ascertained the striking distance through the air to be ' T , th of an inch , care having been taken to dry the air , through which the discharge took place , before the experiment , as well as to avoid any increase of temperature previous to the discharge .
32	Royal_Society_Corpus_open_v6.0_text_109673_1800.txt	pa_obl	ascertain/V	With this battery of 1250 , excited by a fluid of the same strength as was used in the former experiments , the author ascertained the striking distance through the air to be ' T , th of an inch , care having been taken to dry the air , through which the discharge took place , before the experiment , as well as to avoid any increase of temperature previous to the discharge .
33	Royal_Society_Corpus_open_v6.0_text_107069_1803.txt	chi_case	to/A	It has been generally observed , that metals , when combined with manganese , are liable to a speedy change and diminution of lustre , colour , &amp ;c. when exposed to the air ; but gold alloyed in the manner abovementioned , did not suffer ( even when several months had elapsed ) any perceptible alteration .
